Year,Organization,Recipient,Amount,Description
2017,Open Philanthropy,Eurogroup for Animals,"$14,961.00",Eurogroup for Animals — Broiler Chicken Welfare Campaign
2017,EA Animal Welfare Fund,The Sentience Institute,"$10,000.00",Research
2017,EA Animal Welfare Fund,The Humane League,"$10,000.00",Grassroots campaigning and movement building
2017,EA Animal Welfare Fund,The Good Food Institute,"$10,000.00",Advocacy for animal product alternatives
2017,EA Animal Welfare Fund,Compassion in World Farming USA,"$10,000.00",Focus on corporate welfare reforms for broiler chickens
2017,EA Animal Welfare Fund,The Albert Schweitzer Foundation in Germany,"$10,000.00","Work to securing cage-free and other corporate pledges in Germany, as well as in advancing some policy reforms and institutional meat reduction efforts"
2017,EA Animal Welfare Fund,Animal Charity Evaluators,"$10,000.00","Build a more effective farm animal movement through research, charity recommendations, and outreach to donors, researchers, and advocates"
2017,EA Animal Welfare Fund,Otwarte Klatki in Poland,"$10,000.00",Help achieve significant corporate reforms in Poland
2016,Open Philanthropy,Mercy For Animals,"$1,000,000.00",Mercy For Animals — Broiler Chicken Welfare Corporate Campaigns (2016)
2016,Open Philanthropy,Humane Society of the United States,"$1,000,000.00",Humane Society of the United States — Broiler Welfare Corporate Campaigns
2016,Open Philanthropy,The Humane League,"$1,000,000.00",The Humane League — General Support (2016)
2016,Open Philanthropy,The Good Food Institute,"$1,000,000.00",The Good Food Institute — General Support
2016,Open Philanthropy,Mercy For Animals,"$1,000,000.00",Mercy For Animals — International Cage-Free Advocacy
2016,Open Philanthropy,Humane Society International,"$1,000,000.00",Humane Society International — International Cage-Free Outreach
2016,Open Philanthropy,The Humane League,"$1,000,000.00",The Humane League — International Cage-Free Advocacy
2016,Open Philanthropy,Mercy For Animals,"$1,000,000.00",Mercy For Animals — Corporate Cage-Free Campaigns (2016)
2016,Open Philanthropy,The Humane League,"$1,000,000.00",The Humane League — Corporate Cage-Free Campaigns
2016,Open Philanthropy,Compassion in World Farming USA,"$550,000.00",Compassion in World Farming USA — General Support (2016)
2016,Open Philanthropy,Eurogroup for Animals,"$535,699.00",Eurogroup for Animals — Fish Welfare (2016)
2016,Open Philanthropy,Compassion Over Killing,"$500,000.00",Compassion Over Killing — U.S. Broiler Welfare Campaigns
2016,Open Philanthropy,Animal Equality,"$500,000.00",Animal Equality — International Cage-Free Advocacy
2016,Open Philanthropy,Global Animal Partnership,"$500,000.00",Global Animal Partnership — General Support (2016)
2016,Open Philanthropy,Humane Society of the United States,"$500,000.00",Humane Society of the United States — Corporate Cage-Free Campaigns
2016,Open Philanthropy,The Pollination Project,"$233,000.00",The Pollination Project — Global Animal Advocacy Movement (2016)
2016,Open Philanthropy,Fórum Nacional de Proteção e Defesa Animal,"$100,000.00",Fórum Nacional de Proteção e Defesa Animal — International Cage-Free Advocacy
2016,Open Philanthropy,People for Animals,"$89,392.00",People for Animals — International Cage-Free Advocacy
2016,Open Philanthropy,Impossible Foods,,Impossible Foods — R&D Investment
